date,max_temp_C,min_temp_C,rain_mm
1961-01-01,6.6,1.8,86.1
1961-02-01,10.3,4.9,53.4
1961-03-01,13.6,3.7,4.5
1961-04-01,14.4,7.0,75.9
1961-05-01,16.3,7.2,28.0
1961-06-01,20.9,10.2,33.9
1961-07-01,21.1,11.9,54.3
1961-08-01,21.1,12.0,59.1
1961-09-01,20.4,11.5,56.9
1961-10-01,15.0,7.5,67.7
1961-11-01,9.2,3.1,36.9
1961-12-01,5.3,-0.3,97.8
1962-01-01,7.5,1.6,94.7
1962-02-01,7.5,1.6,10.3
1962-03-01,7.3,-0.7,32.4
1962-04-01,12.0,4.5,50.7
1962-05-01,14.8,7.0,38.6
1962-06-01,19.8,9.3,5.5
1962-07-01,20.2,11.8,54.6
1962-08-01,19.4,11.6,96.1
1962-09-01,17.0,9.5,115.0
1962-10-01,14.8,6.8,29.6
1962-11-01,8.3,2.8,55.1
1962-12-01,4.2,-1.6,50.4
1963-01-01,-0.2,-5.8,27.9
1963-02-01,1.7,-3.1,10.4
1963-03-01,9.8,3.1,75.9
1963-04-01,13.2,5.7,50.4
1963-05-01,15.6,6.9,43.6
1963-06-01,19.9,11.0,65.9
1963-07-01,20.4,11.4,48.0
1963-08-01,18.7,11.2,81.4
1963-09-01,17.6,9.7,58.0
1963-10-01,14.8,8.4,44.4
1963-11-01,11.4,6.3,115.4
1963-12-01,4.9,0.0,18.6
1964-01-01,5.6,1.1,13.0
1964-02-01,7.4,2.5,22.2
1964-03-01,7.2,2.1,92.6
1964-04-01,12.7,5.6,59.5
1964-05-01,18.6,9.3,44.4
1964-06-01,18.6,10.7,49.3
1964-07-01,22.0,12.7,21.2
1964-08-01,21.7,11.8,14.6
1964-09-01,20.6,9.6,15.5
1964-10-01,13.3,4.9,17.5
1964-11-01,10.5,5.0,25.0
1964-12-01,6.8,0.7,43.7
1965-01-01,6.4,1.2,56.0
1965-02-01,5.6,0.5,5.8
1965-03-01,10.1,1.8,44.2
1965-04-01,13.1,4.5,49.4
1965-05-01,16.3,8.4,63.8
1965-06-01,19.1,10.8,53.4
1965-07-01,18.5,11.0,90.0
1965-08-01,20.1,11.0,61.7
1965-09-01,16.9,9.1,75.4
1965-10-01,15.2,7.0,12.0
1965-11-01,8.0,1.9,51.2
1965-12-01,8.1,2.4,95.5
1966-01-01,5.0,0.8,30.8
1966-02-01,9.0,4.6,74.9
1966-03-01,10.7,3.2,9.9
1966-04-01,11.1,5.0,81.7
1966-05-01,16.3,7.2,54.0
1966-06-01,20.8,11.3,56.6
1966-07-01,19.8,11.7,80.9
1966-08-01,19.9,11.1,78.8
1966-09-01,18.5,10.3,52.5
1966-10-01,14.2,7.9,122.7
1966-11-01,8.3,2.9,28.0
1966-12-01,9.1,3.0,80.4
1967-01-01,7.2,2.6,35.5
1967-02-01,8.9,2.9,64.3
1967-03-01,11.1,4.2,30.7
1967-04-01,12.0,4.7,40.4
1967-05-01,15.6,7.5,85.6
1967-06-01,19.5,9.9,49.3
1967-07-01,22.7,13.1,76.6
1967-08-01,20.7,12.3,44.0
1967-09-01,17.7,10.9,59.4
1967-10-01,14.2,8.8,121.7
1967-11-01,8.9,3.0,29.2
1967-12-01,7.1,2.0,63.3
1968-01-01,7.3,2.0,57.9
1968-02-01,4.7,-0.1,26.8
1968-03-01,10.8,3.6,19.5
1968-04-01,13.0,4.4,46.1
1968-05-01,14.5,6.7,66.2
1968-06-01,19.9,11.4,69.2
1968-07-01,19.7,12.0,141.6
1968-08-01,19.4,12.3,91.7
1968-09-01,18.0,11.1,108.3
1968-10-01,15.8,10.6,67.7
1968-11-01,8.9,4.6,54.5
1968-12-01,5.1,1.1,63.6
1969-01-01,8.6,3.6,74.9
1969-02-01,4.2,-0.9,39.9
1969-03-01,7.3,1.1,48.3
1969-04-01,13.1,3.7,37.0
1969-05-01,16.4,8.3,88.8
1969-06-01,19.9,9.5,20.7
1969-07-01,23.2,13.1,49.0
1969-08-01,21.3,13.2,87.9
1969-09-01,17.7,10.8,32.8
1969-10-01,16.7,9.9,5.0
1969-11-01,9.0,3.2,52.0
1969-12-01,6.0,1.2,72.9
1970-01-01,6.6,1.9,66.6
1970-02-01,6.6,0.6,49.2
1970-03-01,7.6,0.6,45.8
1970-04-01,11.3,3.8,75.9
1970-05-01,18.8,8.7,22.9
1970-06-01,22.4,11.6,43.0
1970-07-01,20.4,11.9,42.3
1970-08-01,21.0,12.2,51.9
1970-09-01,19.4,11.2,40.3
1970-10-01,15.0,7.4,19.5
1970-11-01,11.4,5.6,150.3
1970-12-01,6.7,1.8,33.9
1971-01-01,7.2,2.5,105.3
1971-02-01,7.9,1.5,22.1
1971-03-01,8.7,2.2,42.9
1971-04-01,12.0,4.3,44.8
1971-05-01,17.3,7.4,46.3
1971-06-01,16.7,9.4,135.8
1971-07-01,23.2,13.1,37.3
1971-08-01,20.3,12.7,133.2
1971-09-01,19.5,9.8,13.4
1971-10-01,15.8,7.4,74.2
1971-11-01,9.8,3.0,61.3
1971-12-01,8.7,4.6,24.0
1972-01-01,6.4,2.0,60.5
1972-02-01,7.0,2.5,50.8
1972-03-01,11.8,2.8,63.2
1972-04-01,12.2,5.4,45.8
1972-05-01,15.1,7.4,49.8
1972-06-01,16.6,8.8,55.8
1972-07-01,21.0,11.8,23.3
1972-08-01,20.7,11.6,29.8
1972-09-01,16.5,8.3,31.0
1972-10-01,14.8,7.4,25.9
1972-11-01,9.5,3.8,65.8
1972-12-01,8.7,3.5,74.0
1973-01-01,6.8,2.1,24.4
1973-02-01,7.7,1.3,15.0
1973-03-01,11.0,2.1,10.8
1973-04-01,12.1,4.2,42.4
1973-05-01,16.2,8.1,71.2
1973-06-01,20.9,10.9,109.3
1973-07-01,20.8,12.2,60.0
1973-08-01,22.5,12.8,28.8
1973-09-01,19.7,11.0,32.7
1973-10-01,12.8,5.5,40.8
1973-11-01,9.8,3.2,28.3
1973-12-01,8.3,2.3,30.9
1974-01-01,9.3,3.6,65.0
1974-02-01,8.7,3.1,77.7
1974-03-01,9.3,2.4,36.7
1974-04-01,13.0,3.8,4.2
1974-05-01,16.1,6.8,31.6
1974-06-01,19.1,10.1,78.7
1974-07-01,20.1,12.2,41.7
1974-08-01,20.6,11.3,97.2
1974-09-01,16.5,9.1,156.1
1974-10-01,11.0,4.9,66.4
1974-11-01,10.1,5.0,95.1
1974-12-01,10.6,5.9,33.4
1975-01-01,9.8,4.6,69.4
1975-02-01,7.9,1.8,29.7
1975-03-01,7.8,2.5,95.2
1975-04-01,12.8,5.3,46.9
1975-05-01,14.3,6.4,49.0
1975-06-01,21.5,9.4,18.0
1975-07-01,23.8,13.4,34.1
1975-08-01,25.1,14.1,30.2
1975-09-01,18.7,9.9,95.3
1975-10-01,14.2,6.5,11.0
1975-11-01,9.8,2.5,37.9
1975-12-01,7.5,1.7,21.7
1976-01-01,8.5,3.4,18.9
1976-02-01,7.5,2.3,18.8
1976-03-01,9.0,1.7,16.0
1976-04-01,12.9,4.1,8.1
1976-05-01,17.8,8.3,44.2
1976-06-01,24.4,12.6,17.1
1976-07-01,25.9,13.2,14.3
1976-08-01,24.4,11.4,23.9
1976-09-01,18.1,10.5,90.7
1976-10-01,14.1,8.3,99.5
1976-11-01,9.2,3.4,55.9
1976-12-01,4.6,-0.4,101.8
1977-01-01,5.4,0.7,75.9
1977-02-01,8.9,3.3,114.4
1977-03-01,10.5,4.3,59.8
1977-04-01,11.6,3.8,40.7
1977-05-01,15.7,6.1,43.1
1977-06-01,16.7,8.5,86.9
1977-07-01,21.0,12.0,5.8
1977-08-01,19.7,12.2,129.0
1977-09-01,17.5,10.4,7.8
1977-10-01,15.4,8.3,32.8
1977-11-01,9.6,3.8,46.6
1977-12-01,8.9,3.9,67.8
1978-01-01,6.2,0.7,68.2
1978-02-01,5.5,0.4,45.6
1978-03-01,10.8,3.3,52.3
1978-04-01,10.2,3.3,45.2
1978-05-01,17.0,7.1,48.5
1978-06-01,19.1,9.6,39.9
1978-07-01,20.0,11.5,82.4
1978-08-01,20.2,11.4,32.6
1978-09-01,19.1,10.6,24.4
1978-10-01,16.2,8.1,5.4
1978-11-01,11.6,5.5,22.8
1978-12-01,7.1,2.2,109.5
1979-01-01,3.2,-3.1,56.8
1979-02-01,3.8,-0.9,56.2
1979-03-01,8.4,2.1,110.3
1979-04-01,12.3,4.8,38.9
1979-05-01,15.2,6.8,124.8
1979-06-01,19.0,10.7,43.6
1979-07-01,22.5,13.0,16.6
1979-08-01,20.3,11.7,60.8
1979-09-01,18.6,9.6,17.0
1979-10-01,15.5,8.0,59.8
1979-11-01,10.5,3.9,39.4
1979-12-01,8.9,3.8,127.7
1980-01-01,5.3,-0.3,36.7
1980-02-01,9.5,3.2,39.8
1980-03-01,8.5,2.3,69.8
1980-04-01,13.7,4.9,14.1
1980-05-01,16.6,6.3,35.5
1980-06-01,19.0,10.7,89.4
1980-07-01,19.7,11.2,59.5
1980-08-01,21.2,12.8,63.6
1980-09-01,19.2,12.2,65.6
1980-10-01,13.0,6.0,84.9
1980-11-01,9.1,4.4,42.5
1980-12-01,8.5,2.9,32.9
1981-01-01,7.3,2.4,39.2
1981-02-01,6.2,0.2,20.9
1981-03-01,11.1,6.4,129.7
1981-04-01,12.0,4.4,43.9
1981-05-01,15.7,8.2,87.7
1981-06-01,18.1,10.4,26.1
1981-07-01,21.3,12.3,34.0
1981-08-01,22.2,12.7,38.8
1981-09-01,19.8,11.0,92.5
1981-10-01,12.3,5.7,64.7
1981-11-01,10.8,4.9,31.4
1981-12-01,3.6,-2.0,74.0
1982-01-01,5.5,-0.1,57.2
1982-02-01,7.9,2.7,32.0
1982-03-01,10.3,2.9,96.2
1982-04-01,13.8,4.9,27.4
1982-05-01,17.5,7.2,35.9
1982-06-01,21.3,12.7,69.4
1982-07-01,22.0,12.8,23.5
1982-08-01,21.2,12.9,37.9
1982-09-01,20.1,10.6,51.9
1982-10-01,13.6,7.8,83.4
1982-11-01,10.8,6.1,77.3
1982-12-01,7.7,1.9,62.4
1983-01-01,9.8,4.7,45.7
1983-02-01,4.8,-0.7,23.8
1983-03-01,10.3,3.3,42.5
1983-04-01,11.8,3.7,89.5
1983-05-01,14.8,7.8,106.3
1983-06-01,19.6,11.0,19.4
1983-07-01,26.8,15.4,21.7
1983-08-01,23.5,13.3,24.0
1983-09-01,18.0,11.1,59.4
1983-10-01,14.3,7.7,53.0
1983-11-01,10.4,5.2,42.6
1983-12-01,8.7,3.2,49.8
1984-01-01,7.5,1.5,81.5
1984-02-01,6.4,1.0,35.4
1984-03-01,8.2,2.4,50.3
1984-04-01,13.9,3.4,1.6
1984-05-01,14.5,6.0,72.0
1984-06-01,20.8,10.8,30.0
1984-07-01,23.9,12.2,13.6
1984-08-01,23.6,13.6,32.7
1984-09-01,17.9,11.2,91.1
1984-10-01,15.0,8.6,54.4
1984-11-01,11.3,6.0,101.6
1984-12-01,8.3,2.7,44.5
1985-01-01,3.9,-1.9,44.4
1985-02-01,5.5,-0.8,34.7
1985-03-01,8.9,1.4,36.7
1985-04-01,13.1,5.1,32.7
1985-05-01,15.7,7.3,80.5
1985-06-01,17.5,9.0,122.5
1985-07-01,21.6,12.7,45.8
1985-08-01,19.0,12.1,67.0
1985-09-01,19.4,11.2,19.4
1985-10-01,14.5,7.9,29.1
1985-11-01,7.4,1.7,41.1
1985-12-01,9.4,5.1,108.1
1986-01-01,6.7,1.1,67.3
1986-02-01,1.0,-4.1,7.3
1986-03-01,9.2,2.1,58.0
1986-04-01,10.2,3.1,70.4
1986-05-01,15.7,8.0,70.7
1986-06-01,20.6,10.5,22.3
1986-07-01,21.5,12.8,37.1
1986-08-01,18.4,11.0,114.3
1986-09-01,16.6,7.5,39.0
1986-10-01,15.3,7.8,75.1
1986-11-01,11.4,5.4,78.4
1986-12-01,9.2,3.8,64.2
1987-01-01,3.0,-1.4,9.9
1987-02-01,7.1,1.0,34.0
1987-03-01,8.2,1.5,53.9
1987-04-01,15.2,6.6,51.4
1987-05-01,15.2,6.5,48.7
1987-06-01,17.8,10.4,86.0
1987-07-01,21.2,12.7,29.3
1987-08-01,21.0,12.5,34.0
1987-09-01,18.6,10.9,25.4
1987-10-01,14.0,6.7,138.8
1987-11-01,9.0,4.3,58.2
1987-12-01,8.0,3.7,26.0
1988-01-01,8.1,3.3,100.0
1988-02-01,8.1,2.3,33.8
1988-03-01,10.2,3.8,59.1
1988-04-01,12.6,4.6,30.2
1988-05-01,17.1,7.8,32.0
1988-06-01,18.7,10.3,59.6
1988-07-01,18.9,11.6,96.5
1988-08-01,20.4,11.9,38.8
1988-09-01,17.9,10.4,39.6
1988-10-01,14.5,8.0,38.6
1988-11-01,9.1,1.6,29.5
1988-12-01,10.1,5.4,13.4
1989-01-01,9.1,3.6,33.4
1989-02-01,9.9,3.0,55.1
1989-03-01,12.0,4.6,47.0
1989-04-01,11.0,3.6,63.8
1989-05-01,19.7,8.6,29.2
1989-06-01,20.8,10.5,45.9
1989-07-01,24.9,14.0,29.4
1989-08-01,23.4,12.4,43.3
1989-09-01,19.9,11.9,23.8
1989-10-01,15.9,8.9,53.9
1989-11-01,9.8,3.2,32.5
1989-12-01,8.2,3.3,141.5
1990-01-01,10.0,4.5,75.0
1990-02-01,11.3,5.3,94.2
1990-03-01,12.7,5.0,18.4
1990-04-01,13.7,3.3,20.4
1990-05-01,19.2,7.8,8.7
1990-06-01,18.2,10.7,48.8
1990-07-01,23.8,12.2,17.7
1990-08-01,24.7,14.0,26.5
1990-09-01,18.7,9.4,41.1
1990-10-01,15.8,9.3,45.9
1990-11-01,9.8,4.3,20.0
1990-12-01,6.9,1.7,56.3
1991-01-01,6.4,1.2,60.9
1991-02-01,4.7,-1.6,20.5
1991-03-01,11.5,5.1,46.1
1991-04-01,12.2,4.6,56.3
1991-05-01,15.3,7.4,8.6
1991-06-01,16.8,9.0,74.8
1991-07-01,22.2,13.7,92.8
1991-08-01,23.2,13.3,11.6
1991-09-01,20.2,10.6,42.9
1991-10-01,13.4,7.3,34.2
1991-11-01,9.9,4.5,62.2
1991-12-01,7.0,1.6,15.9
1992-01-01,5.9,1.5,30.4
1992-02-01,8.9,2.1,22.0
1992-03-01,11.0,4.8,47.7
1992-04-01,13.2,5.6,57.7
1992-05-01,19.7,9.1,62.2
1992-06-01,21.4,11.7,43.4
1992-07-01,21.1,13.5,70.1
1992-08-01,20.3,12.8,108.9
1992-09-01,17.6,10.8,106.9
1992-10-01,11.2,5.2,75.7
1992-11-01,10.9,4.7,119.9
1992-12-01,6.4,1.3,50.7
1993-01-01,9.6,3.5,82.4
1993-02-01,7.1,2.4,7.1
1993-03-01,11.0,3.9,32.7
1993-04-01,13.2,6.6,69.2
1993-05-01,16.6,8.0,56.6
1993-06-01,20.7,11.5,40.1
1993-07-01,20.8,12.3,51.3
1993-08-01,20.5,11.1,26.7
1993-09-01,16.7,9.3,96.1
1993-10-01,11.9,6.0,112.4
1993-11-01,8.0,2.6,51.0
1993-12-01,8.7,3.4,98.0
1994-01-01,8.5,3.3,82.2
1994-02-01,6.7,1.3,62.4
1994-03-01,11.7,5.3,41.9
1994-04-01,12.5,5.1,52.0
1994-05-01,15.3,7.6,84.5
1994-06-01,20.6,11.0,13.5
1994-07-01,24.8,13.8,54.2
1994-08-01,21.1,13.0,52.5
1994-09-01,16.6,10.4,62.6
1994-10-01,14.1,6.9,67.4
1994-11-01,12.7,8.4,55.7
1994-12-01,9.6,3.9,74.6
1995-01-01,8.5,2.2,116.3
1995-02-01,10.4,4.4,66.0
1995-03-01,10.5,2.0,49.3
1995-04-01,14.3,5.4,18.9
1995-05-01,17.8,7.8,54.1
1995-06-01,20.0,10.4,6.6
1995-07-01,25.1,13.9,37.8
1995-08-01,26.4,13.9,4.4
1995-09-01,18.3,10.3,98.8
1995-10-01,17.3,10.3,33.2
1995-11-01,11.3,5.2,98.2
1995-12-01,4.6,0.2,99.8
1996-01-01,6.6,3.1,35.5
1996-02-01,6.2,-0.1,60.8
1996-03-01,8.4,1.8,27.1
1996-04-01,13.8,4.8,49.3
1996-05-01,14.1,5.6,35.7
1996-06-01,21.2,10.2,23.7
1996-07-01,23.3,12.7,25.5
1996-08-01,22.4,12.5,53.1
1996-09-01,18.4,10.3,16.1
1996-10-01,15.8,8.6,33.0
1996-11-01,9.6,2.9,81.6
1996-12-01,5.5,0.9,16.2
1997-01-01,5.1,-0.2,11.9
1997-02-01,10.4,4.2,76.5
1997-03-01,13.3,5.5,7.2
1997-04-01,14.5,4.9,17.5
1997-05-01,17.4,7.4,61.2
1997-06-01,18.9,11.3,66.7
1997-07-01,22.8,12.9,25.4
1997-08-01,24.9,15.7,104.2
1997-09-01,19.7,10.7,18.5
1997-10-01,14.9,6.6,57.2
1997-11-01,11.7,6.1,94.6
1997-12-01,9.0,3.6,58.7
1998-01-01,8.3,2.9,60.0
1998-02-01,11.5,4.1,8.7
1998-03-01,11.8,5.4,57.4
1998-04-01,11.9,5.1,107.7
1998-05-01,18.7,9.1,20.9
1998-06-01,19.1,11.5,75.9
1998-07-01,21.0,12.4,29.5
1998-08-01,22.4,11.9,26.8
1998-09-01,19.6,11.8,119.4
1998-10-01,14.4,8.2,116.4
1998-11-01,9.3,2.2,69.9
1998-12-01,9.4,3.2,72.7
1999-01-01,9.0,3.4,91.9
1999-02-01,8.6,2.9,32.9
1999-03-01,11.6,4.8,28.8
1999-04-01,14.3,6.1,57.6
1999-05-01,18.2,9.7,50.9
1999-06-01,19.7,10.1,65.3
1999-07-01,24.2,13.3,7.2
1999-08-01,21.6,12.9,98.3
1999-09-01,20.8,12.4,102.1
1999-10-01,15.1,7.1,70.8
1999-11-01,10.8,5.3,41.1
1999-12-01,8.3,1.7,89.8
2000-01-01,8.1,2.0,19.8
2000-02-01,10.2,3.8,78.3
2000-03-01,11.7,4.2,11.9
2000-04-01,12.4,4.8,137.2
2000-05-01,17.2,8.6,67.7
2000-06-01,20.5,12.2,19.4
2000-07-01,20.8,12.3,28.5
2000-08-01,22.7,13.3,58.3
2000-09-01,19.2,12.1,87.2
2000-10-01,14.3,8.2,119.5
2000-11-01,10.6,4.8,99.1
2000-12-01,8.6,4.2,99.8
2001-01-01,6.4,1.2,57.4
2001-02-01,8.8,2.0,68.6
2001-03-01,9.0,3.1,75.1
2001-04-01,12.9,4.8,72.7
2001-05-01,18.5,7.9,35.5
2001-06-01,20.7,10.6,23.1
2001-07-01,23.4,13.4,57.2
2001-08-01,22.7,12.9,92.0
2001-09-01,17.9,10.5,35.0
2001-10-01,17.0,11.1,92.4
2001-11-01,11.2,3.9,38.5
2001-12-01,6.8,0.2,29.5
2002-01-01,9.2,3.4,57.4
2002-02-01,11.1,4.4,70.9
2002-03-01,12.4,4.6,33.0
2002-04-01,15.2,5.2,43.0
2002-05-01,16.8,8.4,58.3
2002-06-01,20.0,10.3,42.4
2002-07-01,22.1,12.0,89.6
2002-08-01,22.8,12.9,53.2
2002-09-01,19.7,10.0,24.8
2002-10-01,14.8,7.1,109.4
2002-11-01,11.8,6.4,133.4
2002-12-01,8.9,4.1,98.1
2003-01-01,7.6,1.8,81.4
2003-02-01,8.4,0.6,17.3
2003-03-01,13.3,2.7,25.2
2003-04-01,15.3,4.6,36.8
2003-05-01,17.5,8.1,48.1
2003-06-01,22.4,11.8,55.5
2003-07-01,23.7,13.4,53.8
2003-08-01,25.5,13.5,3.0
2003-09-01,21.3,8.1,17.4
2003-10-01,14.0,3.9,31.7
2003-11-01,12.0,5.7,89.6
2003-12-01,8.7,1.8,70.7
2004-01-01,8.8,2.7,66.1
2004-02-01,8.7,2.9,25.5
2004-03-01,10.9,3.4,51.8
2004-04-01,14.7,6.2,68.8
2004-05-01,18.0,8.6,41.1
2004-06-01,21.8,12.0,23.8
2004-07-01,22.0,12.2,83.1
2004-08-01,23.4,14.2,135.0
2004-09-01,20.1,11.7,28.9
2004-10-01,14.7,8.6,131.4
2004-11-01,10.9,5.8,34.2
2004-12-01,8.6,2.8,37.7
2005-01-01,9.4,3.8,18.2
2005-02-01,7.3,2.1,20.0
2005-03-01,11.2,4.7,44.5
2005-04-01,14.3,5.7,50.2
2005-05-01,17.2,7.6,31.5
2005-06-01,21.6,12.0,93.4
2005-07-01,22.3,13.4,34.9
2005-08-01,23.1,12.2,31.3
2005-09-01,20.9,11.9,38.5
2005-10-01,17.1,10.9,53.4
2005-11-01,9.9,3.1,38.6
2005-12-01,7.7,1.8,50.2
2006-01-01,7.2,2.2,16.6
2006-02-01,6.6,0.8,33.0
2006-03-01,9.2,2.0,59.3
2006-04-01,13.9,5.4,36.3
2006-05-01,17.6,9.0,104.7
2006-06-01,23.1,11.7,5.3
2006-07-01,27.1,14.9,87.3
2006-08-01,21.8,13.1,58.7
2006-09-01,22.1,13.5,90.8
2006-10-01,17.2,10.6,118.0
2006-11-01,12.1,5.1,86.4
2006-12-01,9.4,4.3,68.7
2007-01-01,10.4,4.8,73.3
2007-02-01,9.7,3.7,81.0
2007-03-01,12.0,3.7,36.9
2007-04-01,17.8,5.6,1.8
2007-05-01,17.5,7.1,135.2
2007-06-01,20.5,11.3,78.8
2007-07-01,20.6,12.2,105.5
2007-08-01,21.7,12.0,38.2
2007-09-01,19.2,10.3,17.7
2007-10-01,15.1,7.9,68.9
2007-11-01,11.3,4.3,56.0
2007-12-01,8.3,2.4,60.6
2008-01-01,10.3,4.7,81.6
2008-02-01,10.5,1.7,16.9
2008-03-01,10.6,3.5,90.3
2008-04-01,13.1,4.7,46.9
2008-05-01,18.7,9.5,106.6
2008-06-01,20.1,11.1,67.3
2008-07-01,22.0,12.8,90.0
2008-08-01,20.8,13.9,77.0
2008-09-01,17.8,10.2,73.5
2008-10-01,14.6,5.7,39.3
2008-11-01,10.1,4.8,94.2
2008-12-01,6.9,1.3,37.3
2009-01-01,6.3,0.2,47.8
2009-02-01,7.9,2.0,54.5
2009-03-01,12.4,3.2,20.2
2009-04-01,15.6,6.1,36.0
2009-05-01,18.2,8.3,44.8
2009-06-01,22.0,10.7,49.3
2009-07-01,22.4,13.1,72.8
2009-08-01,22.7,13.3,46.6
2009-09-01,20.2,10.6,9.0
2009-10-01,16.2,8.4,44.4
2009-11-01,12.5,7.0,105.2
2009-12-01,6.8,0.8,89.9
2010-01-01,4.7,-1.0,56.4
2010-02-01,7.1,1.3,79.8
2010-03-01,11.3,3.2,47.6
2010-04-01,15.8,4.9,25.5
2010-05-01,17.6,7.3,28.6
2010-06-01,23.0,11.1,34.5
2010-07-01,23.9,14.2,17.9
2010-08-01,21.4,12.1,146.2
2010-09-01,18.8,10.3,52.5
2010-10-01,14.5,7.4,43.4
2010-11-01,8.2,2.9,38.6
2010-12-01,2.7,-2.2,32.7
2011-01-01,7.0,1.9,58.8
2011-02-01,10.4,4.4,49.3
2011-03-01,12.4,3.2,9.3
2011-04-01,19.4,7.3,0.5
2011-05-01,18.9,8.4,42.5
2011-06-01,19.3,10.2,54.1
2011-07-01,21.4,10.2,43.1
2011-08-01,20.7,11.4,65.6
2011-09-01,20.7,10.7,31.8
2011-10-01,17.2,9.5,26.3
2011-11-01,13.5,6.3,28.4
2011-12-01,9.3,3.1,71.2
2012-01-01,9.8,3.6,34.6
2012-02-01,7.3,1.2,21.3
2012-03-01,14.0,3.6,24.3
2012-04-01,12.6,4.6,143.0
2012-05-01,17.7,9.7,55.5
2012-06-01,18.9,11.6,151.7
2012-07-01,20.5,12.6,100.0
2012-08-01,21.8,13.6,85.6
2012-09-01,18.4,9.2,57.6
2012-10-01,13.4,7.1,124.2
2012-11-01,10.1,4.2,83.3
2012-12-01,8.6,2.6,103.3
2013-01-01,6.4,1.9,58.5
2013-02-01,6.2,0.9,47.4
2013-03-01,6.3,0.2,76.6
2013-04-01,12.9,3.9,24.8
2013-05-01,15.9,6.7,66.2
2013-06-01,19.3,10.2,17.3
2013-07-01,25.5,13.9,45.7
2013-08-01,23.1,13.1,19.3
2013-09-01,19.0,9.9,40.6
2013-10-01,16.3,9.9,86.5
2013-11-01,9.9,3.8,55.2
2013-12-01,10.0,3.6,97.7
2014-01-01,9.3,3.5,146.9
2014-02-01,9.7,4.2,90.1
2014-03-01,12.8,3.5,39.2
2014-04-01,15.0,6.4,50.2
2014-05-01,17.1,8.9,90.3
2014-06-01,21.5,11.8,36.9
2014-07-01,24.9,13.5,45.5
2014-08-01,20.8,11.7,85.6
2014-09-01,21.1,11.4,4.1
2014-10-01,16.8,9.9,65.6
2014-11-01,11.5,5.7,98.6
2014-12-01,8.7,2.4,44.0
